0,Date,HS Code,Product Description,Consignee,Notify Party Name,Shipper,Std. Quantity,Std. Unit,Standard Unit Rate INR,Value,Country of Origin,Country of Destination,Port of Destination,Quantity,Unit,Unit Rate $,Actual Duty,Port of Origin,Shipment Mode,Measurment,Bill of Entry No,Port of Delivery,Container TEU,Freight Term,Marks Number,HS Product Description,Gross Weight,Consignee Address,Shipper Address,Notify Party Address,Country Name
515,2020-01-15 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,1240,Kgs,-,960070,Pakistan,China,Not Available,1240,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
516,2020-01-15 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,23147.85,Kgs,-,17922222.86,Pakistan,China,Not Available,23147.85,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
517,2020-01-15 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,215,Kgs,-,166463.75,Pakistan,China,Not Available,215,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
518,2020-01-15 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,320,Kgs,-,247760,Pakistan,China,Not Available,320,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
519,2020-01-15 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,24237.2,Kgs,-,18765652.1,Pakistan,China,Not Available,24237.2,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
520,2020-01-16 00:00:00,74020000,COPPER INGOT                                                                                                                                                                        ,HEROIC CROWN HONG KONG LIMITED,,EZI STAR ENTERPRISES SMC PVT LIMITED,26000,Kgs,-,20124000,Pakistan,China,Not Available,26000,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,,,Pakistan T3  Export
521,2020-04-01 00:00:00,74020000,UNREFINED COPPER SHAPE IN BLOCKS                                                                                                                                                    ,YINGDE LONHSHENG METAL CO LTD,,AL BURAQ E SCRAP PRIVATE LIMITED,22225,Kgs,-,16627078.13,Pakistan,China,Not Available,22225,KGS,4.52,-,Lahore,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,,,Pakistan T3  Export
522,2020-08-12 00:00:00,74020000,UN REFINED COPPER INGOT                                                                                                                                                             ,GLOBAL METAL CARRIER LIMITED,,TOPSTAR INTERNATIONAL TRADERS,75000,Kgs,-,63112500,Pakistan,Hong Kong,Not Available,75000,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,,,Pakistan T3  Export
523,2020-08-13 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,E TECH MANAGEMENT HK LIMITED,,SLC METAL AND REFINING PRIVATE LIMITED,3984.5,Kgs,-,3348972.25,Pakistan,Hong Kong,Not Available,3984.5,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
524,2020-08-13 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,E TECH MANAGEMENT HK LIMITED,,SLC METAL AND REFINING PRIVATE LIMITED,2993.9,Kgs,-,2516372.95,Pakistan,Hong Kong,Not Available,2993.9,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
525,2020-08-18 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,20113.33,Kgs,-,16880112.2,Pakistan,China,Not Available,20113.33,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
526,2020-08-18 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,10299.24,Kgs,-,8643637.17,Pakistan,China,Not Available,10299.24,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
527,2020-08-18 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,6183.33,Kgs,-,5189359.7,Pakistan,China,Not Available,6183.33,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
528,2020-09-09 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,10298.6,Kgs,-,8537539.4,Pakistan,China,Not Available,10298.6,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
529,2020-03-04 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,12333.66,Kgs,-,9512335.27,Pakistan,China,Not Available,12333.66,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
530,2020-03-04 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,8810.56,Kgs,-,6795144.4,Pakistan,China,Not Available,8810.56,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
531,2020-03-07 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,8815.08,Kgs,-,6796426.68,Pakistan,China,Not Available,8815.08,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
532,2020-03-10 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,11940.51,Kgs,-,9209118.33,Pakistan,China,Not Available,11940.51,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
533,2020-03-10 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,8527.58,Kgs,-,6576896.07,Pakistan,China,Not Available,8527.58,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
534,2020-03-10 00:00:00,74020000,UNREFINED COPPER INGOT (EXPORT FROM EOU)                                                                                                                                            ,YINGDE LONHSHENG METAL CO LTD,,SLC METAL AND REFINING PRIVATE LIMITED,18864.15,Kgs,-,14548975.68,Pakistan,China,Not Available,18864.15,KGS,5,-,Karachi,-,-,-,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,"PLOT #A-77, NOOR UD DIN QURESHI ROAD NEAR FFBL EASTERN INDUSTRIAL ZONE PORT QASIM AUTHORITY, KARACHI",,Pakistan T3  Export
